Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9732724,"IFNG signaling activates MAPKs",3,10,6.397952655150352E-4,0.08392668963915328,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"16828;16243;15978","","R-HSA-9732753;R-HSA-9732738;R-HSA-9732729"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",21,148,0.00946896992962252,0.0859372245119423,0.8494797315565096,7,14,9.333333333333333E-4,9606,Homo sapiens,"16000;28819;17263;17385;16002;2089;23774;20912;21803;16040;27999;35280;32805;15600;15996;3699;30314;30776;15714;85253;18405;30865","","R-HSA-481044;R-HSA-482772;R-HSA-482770;R-HSA-481010;R-HSA-481009;R-HSA-481007;R-HSA-114683"
R-HSA-196791,"Vitamin D (calciferol) metabolism",5,23,0.001471529110684581,0.08902578529270733,0.8494797315565096,18,20,0.0013333333333333333,9606,Homo sapiens,"30860;28940;17759;17933;17823","","R-HSA-8963913;R-HSA-8963915;R-HSA-209760;R-HSA-8963851;R-HSA-209766;R-HSA-209765;R-HSA-350147;R-HSA-8963872;R-HSA-209738;R-HSA-350158;R-HSA-6807242;R-HSA-209868;R-HSA-350186;R-HSA-8963864;R-HSA-209845;R-HSA-209754;R-HSA-209944;R-HSA-350168"
R-HSA-114608,"Platelet degranulation ",20,141,0.009021113243761996,0.09210364017061534,0.8494797315565096,6,11,7.333333333333333E-4,9606,Homo sapiens,"16000;28819;17263;17385;16002;2089;23774;21803;16040;27999;35280;32805;15600;15996;3699;30314;30776;15714;85253;18405;30865","","R-HSA-481044;R-HSA-482772;R-HSA-482770;R-HSA-481010;R-HSA-481009;R-HSA-481007"
R-HSA-187042,"TRKA activation by NGF",2,5,3.198976327575176E-4,0.0932021896490236,0.8494797315565096,4,4,2.666666666666667E-4,9606,Homo sapiens,"16581","","R-HSA-166544;R-HSA-190065;R-HSA-166538;R-HSA-166542"
R-HSA-167021,"PLC-gamma1 signalling",2,5,3.198976327575176E-4,0.0932021896490236,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"16581;3347","","R-HSA-167683;R-HSA-167684;R-HSA-167674"
R-HSA-9022538,"Loss of MECP2 binding ability to 5mC-DNA",2,5,3.198976327575176E-4,0.0932021896490236,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"16388","","R-HSA-9022465;R-HSA-9023461"
R-HSA-9734281,"Defective HPRT1 disrupts guanine and hypoxanthine salvage",2,5,3.198976327575176E-4,0.0932021896490236,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"17368;16235","","R-HSA-9734274"
R-HSA-5682113,"Defective ABCA1 causes TGD",2,5,3.198976327575176E-4,0.0932021896490236,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"17351;16113","","R-HSA-5682111"
R-HSA-5579015,"Defective CYP26B1 causes RHFCA",2,5,3.198976327575176E-4,0.0932021896490236,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"16474;15367","","R-HSA-5602063"
R-HSA-9673240,"Defective gamma-carboxylation of F9",2,5,3.198976327575176E-4,0.0932021896490236,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"78277;16119","","R-HSA-9673231"
R-HSA-5423599,"Diseases of Mismatch Repair (MMR)",2,5,3.198976327575176E-4,0.0932021896490236,0.8494797315565096,4,6,4.0E-4,9606,Homo sapiens,"17685;16467;17688","","R-HSA-5578663;R-HSA-5577244;R-HSA-5577259;R-HSA-5632970"
R-HSA-211957,"Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2",3,11,7.037747920665387E-4,0.103952880043651,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"25858;16474;27732","","R-HSA-76373;R-HSA-76426"
R-HSA-196025,"Formation of annular gap junctions",3,11,7.037747920665387E-4,0.103952880043651,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"27470;15882;17409","","R-HSA-196017;R-HSA-196026"
R-HSA-888593,"Reuptake of GABA",3,11,7.037747920665387E-4,0.103952880043651,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"17750;48950;16958","","R-HSA-352029"
R-HSA-6814848,"Glycerophospholipid catabolism",4,18,0.0011516314779270633,0.11440173676868859,0.8494797315565096,7,7,4.6666666666666666E-4,9606,Homo sapiens,"17268;15354;18132;16870","","R-HSA-6814132;R-HSA-6814254;R-HSA-6814766;R-HSA-6814797;R-HSA-6813740;R-HSA-6814778;R-HSA-8847912"
R-HSA-1483115,"Hydrolysis of LPC",4,18,0.0011516314779270633,0.11440173676868859,0.8494797315565096,6,6,4.0E-4,9606,Homo sapiens,"15354;16870;32978;1427","","R-HSA-1482612;R-HSA-1482629;R-HSA-8952251;R-HSA-1483116;R-HSA-1482685;R-HSA-1482696"
R-HSA-8935690,"Digestion",10,64,0.004094689699296225,0.12449913322359674,0.8494797315565096,15,24,0.0016,9606,Homo sapiens,"17189;17992;47977;16113;28189;16243;16551;17754;17336;17306","","R-HSA-5659861;R-HSA-192417;R-HSA-191108;R-HSA-975593;R-HSA-191114;R-HSA-192425;R-HSA-189102;R-HSA-191116;R-HSA-189069;R-HSA-188979;R-HSA-188985;R-HSA-6786652;R-HSA-8953398;R-HSA-191101;R-HSA-189053"
R-HSA-430116,"GP1b-IX-V activation signalling",3,12,7.677543186180423E-4,0.12564905853853015,0.8494797315565096,9,9,6.0E-4,9606,Homo sapiens,"16828;15714;15768","","R-HSA-443831;R-HSA-430096;R-HSA-443439;R-HSA-430076;R-HSA-443418;R-HSA-443402;R-HSA-114671;R-HSA-430073;R-HSA-114670"
R-HSA-2855086,"Ficolins bind to repetitive carbohydrate structures on the target cell surface",3,12,7.677543186180423E-4,0.12564905853853015,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"64023;28009;40356","","R-HSA-2855054;R-HSA-2855077;R-HSA-2855125"
R-HSA-8853383,"Lysosomal oligosaccharide catabolism",3,12,7.677543186180423E-4,0.12564905853853015,0.8494797315565096,4,5,3.333333333333333E-4,9606,Homo sapiens,"16422;17160;4208","","R-HSA-8853686;R-HSA-8853710;R-HSA-6799581;R-HSA-6799545"
R-HSA-9022927,"MECP2 regulates transcription of genes involved in GABA signaling",2,6,3.8387715930902113E-4,0.125810556471893,0.8494797315565096,4,4,2.666666666666667E-4,9606,Homo sapiens,"16388","","R-HSA-9022941;R-HSA-9022942;R-HSA-9022935;R-HSA-9022934"
R-HSA-5579019,"Defective FMO3 causes TMAU",2,6,3.8387715930902113E-4,0.125810556471893,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"16474;18139","","R-HSA-5602966"
R-HSA-3656532,"TGFBR1 KD Mutants in Cancer",2,6,3.8387715930902113E-4,0.125810556471893,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15611;21803","","R-HSA-3656523"
R-HSA-2644605,"FBXW7 Mutants and NOTCH1 in Cancer",2,6,3.8387715930902113E-4,0.125810556471893,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"176466;18128","","R-HSA-2220978"
R-HSA-2644607,"Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling",2,6,3.8387715930902113E-4,0.125810556471893,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"176466;18128","","R-HSA-2220978"
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",5,26,0.0016634676903390915,0.12980637373795245,0.8494797315565096,3,8,5.333333333333334E-4,9606,Homo sapiens,"17750;16000;2668;28972;28837","","R-HSA-422051;R-HSA-422048;R-HSA-422104"
R-HSA-5365859,"RA biosynthesis pathway",7,41,0.0026231605886116445,0.1301378073827214,0.8494797315565096,9,11,7.333333333333333E-4,9606,Homo sapiens,"17252;16474;180306;86971;15367;17336;17898;35704","","R-HSA-5362721;R-HSA-5615668;R-HSA-5622134;R-HSA-5362564;R-HSA-5362518;R-HSA-5362522;R-HSA-5362525;R-HSA-5623643;R-HSA-5419165"
R-HSA-5674135,"MAP2K and MAPK activation",8,49,0.0031349968010236724,0.13274957169628698,0.8494797315565096,12,12,8.0E-4,9606,Homo sapiens,"89087;16828;17263;17409;30314;30754;16040;15714","","R-HSA-9657603;R-HSA-5674132;R-HSA-5672980;R-HSA-5674373;R-HSA-5674130;R-HSA-5672978;R-HSA-9657606;R-HSA-5674366;R-HSA-5672972;R-HSA-9657608;R-HSA-5672973;R-HSA-9657599"
R-HSA-5619115,"Disorders of transmembrane transporters",35,281,0.01797824696097249,0.13635227209351708,0.8494797315565096,22,88,0.005866666666666667,9606,Homo sapiens,"17981;16196;17126;15344;16113;16750;17562;16199;28875;32365;17748;3699;16335;16958;17964;17596;21553;17775;16283;17351;17890;30805;15354;17254;28822;16708;27410;422;33442;32354;16525;17759;16704","","R-HSA-5655702;R-HSA-5678517;R-HSA-5658483;R-HSA-5624211;R-HSA-5627891;R-HSA-5682111;R-HSA-5683325;R-HSA-5679101;R-HSA-5660890;R-HSA-5659674;R-HSA-8866858;R-HSA-5683672;R-HSA-5625210;R-HSA-5628807;R-HSA-5661474;R-HSA-9035517;R-HSA-5621888;R-HSA-5625123;R-HSA-5638209;R-HSA-5660910;R-HSA-5625674;R-HSA-5679145"
R-HSA-211958,"Miscellaneous substrates",5,27,0.001727447216890595,0.14499835423196006,0.8494797315565096,5,5,3.333333333333333E-4,9606,Homo sapiens,"31697;16881;16474;15367;17347","","R-HSA-211874;R-HSA-211968;R-HSA-211959;R-HSA-211962;R-HSA-211960"
R-HSA-211859,"Biological oxidations",64,547,0.034996801023672426,0.14683693868570047,0.8494797315565096,97,192,0.0128,9606,Homo sapiens,"16796;16113;16474;27647;32643;17927;30746;16716;18139;17688;2869;16521;30805;16881;17650;28867;24786;27732;28940;35420;46195;32635;17933;17026;27905;15366;15761;15882;17263;48765;9008;15760;18397;28834;36062;31697;28279;28115;27584;15843;15367;16973;16335;17864;17347;4866;15724;17823;16856;25858;16581;16422;17594;183911;41001;17474;28600;28689;16827;28324;84532;16469;39567;30753;37946","","R-HSA-211968;R-HSA-3301943;R-HSA-158468;R-HSA-71691;R-HSA-211983;R-HSA-9638046;R-HSA-211991;R-HSA-211988;R-HSA-176664;R-HSA-212007;R-HSA-174374;R-HSA-212005;R-HSA-141348;R-HSA-193060;R-HSA-212004;R-HSA-8943279;R-HSA-192051;R-HSA-71735;R-HSA-174389;R-HSA-174392;R-HSA-192061;R-HSA-140355;R-HSA-76354;R-HSA-174401;R-HSA-192065;R-HSA-140359;R-HSA-174916;R-HSA-5693724;R-HSA-193101;R-HSA-174931;R-HSA-76373;R-HSA-159574;R-HSA-76386;R-HSA-8937442;R-HSA-76397;R-HSA-175983;R-HSA-143468;R-HSA-449911;R-HSA-175987;R-HSA-174963;R-HSA-6800149;R-HSA-194678;R-HSA-174967;R-HSA-192123;R-HSA-159358;R-HSA-76416;R-HSA-158849;R-HSA-176517;R-HSA-76426;R-HSA-176521;R-HSA-141202;R-HSA-141200;R-HSA-158609;R-HSA-5433074;R-HSA-211874;R-HSA-76453;R-HSA-217255;R-HSA-211882;R-HSA-76456;R-HSA-217258;R-HSA-211881;R-HSA-5693691;R-HSA-193964;R-HSA-193965;R-HSA-76466;R-HSA-176054;R-HSA-213175;R-HSA-209845;R-HSA-1247915;R-HSA-76472;R-HSA-176059;R-HSA-76475;R-HSA-139970;R-HSA-211904;R-HSA-5696146;R-HSA-211910;R-HSA-193995;R-HSA-211919;R-HSA-8936519;R-HSA-193997;R-HSA-209868;R-HSA-159443;R-HSA-211924;R-HSA-6786239;R-HSA-211929;R-HSA-176604;R-HSA-194017;R-HSA-176609;R-HSA-215526;R-HSA-211951;R-HSA-211950;R-HSA-211948;R-HSA-211959;R-HSA-176631;R-HSA-211962;R-HSA-211960;R-HSA-211966"
R-HSA-1236973,"Cross-presentation of particulate exogenous antigens (phagosomes)",3,13,8.317338451695458E-4,0.14880035938088354,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"16827;16410;16474","","R-HSA-1236967;R-HSA-1236958;R-HSA-1236956"
R-HSA-434316,"Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion",4,20,0.0012795905310300703,0.14999126824872777,0.8494797315565096,4,6,4.0E-4,9606,Homo sapiens,"16196;32980;30805;42504","","R-HSA-400023;R-HSA-416530;R-HSA-400434;R-HSA-399998"
R-HSA-5362517,"Signaling by Retinoic Acid",11,75,0.0047984644913627635,0.15033322899627344,0.8494797315565096,18,22,0.0014666666666666667,9606,Homo sapiens,"70997;17126;17252;16474;17490;25682;180306;86971;15367;30754;17336;17898;35704","","R-HSA-5634100;R-HSA-5615668;R-HSA-5634103;R-HSA-5622134;R-HSA-5622129;R-HSA-5362518;R-HSA-5362522;R-HSA-5362525;R-HSA-5422942;R-HSA-5634104;R-HSA-5623643;R-HSA-5419165;R-HSA-5362721;R-HSA-200406;R-HSA-5362564;R-HSA-5334854;R-HSA-5334827;R-HSA-5633256"
R-HSA-432720,"Lysosome Vesicle Biogenesis",7,43,0.0027511196417146513,0.15426499503470126,0.8494797315565096,5,8,5.333333333333334E-4,9606,Homo sapiens,"17113;27470;28136;15882;6456;28822;176435","","R-HSA-432706;R-HSA-432707;R-HSA-432688;R-HSA-5333658;R-HSA-432712"
R-HSA-9696273,"RND1 GTPase cycle",7,43,0.0027511196417146513,0.15426499503470126,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"28087;15487;28833;87753;16349;27647;32425","","R-HSA-9696271"
R-HSA-3296197,"Hydroxycarboxylic acid-binding receptors",2,7,4.478566858605246E-4,0.16062269895832504,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"422;15940","","R-HSA-444661;R-HSA-3296326;R-HSA-3296309"
R-HSA-3656534,"Loss of Function of TGFBR1 in Cancer",2,7,4.478566858605246E-4,0.16062269895832504,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"15611;21803","","R-HSA-3656382;R-HSA-3656523"
R-HSA-9022535,"Loss of phosphorylation of MECP2 at T308",2,7,4.478566858605246E-4,0.16062269895832504,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"16388","","R-HSA-9005561"
R-HSA-9846298,"Defective binding of VWF variant to GPIb:IX:V",2,7,4.478566858605246E-4,0.16062269895832504,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15714;15768","","R-HSA-9823706"
R-HSA-3304356,"SMAD2/3 Phosphorylation Motif Mutants in Cancer",2,7,4.478566858605246E-4,0.16062269895832504,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15611;21803","","R-HSA-3304394"
R-HSA-9845620,"Enhanced binding of GP1BA variant to VWF multimer:collagen ",2,7,4.478566858605246E-4,0.16062269895832504,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15714;15768","","R-HSA-9844251"
R-HSA-5579009,"Defective CYP11B2 causes CMO-1 deficiency",2,7,4.478566858605246E-4,0.16062269895832504,0.8494797315565096,2,3,2.0E-4,9606,Homo sapiens,"16827;16973;2869","","R-HSA-5600598;R-HSA-6785245"
R-HSA-3134973,"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production",2,7,4.478566858605246E-4,0.16062269895832504,0.8494797315565096,3,5,3.333333333333333E-4,9606,Homo sapiens,"1387;12387","","R-HSA-3134904;R-HSA-3134901;R-HSA-3134883"
R-HSA-196854,"Metabolism of vitamins and cofactors",47,396,0.025335892514395393,0.16435795822373356,0.8494797315565096,94,215,0.014333333333333333,9606,Homo sapiens,"16196;15366;16410;19660;16113;16474;133686;27647;16939;35699;28115;28871;30768;16414;55328;15940;15367;16797;16814;17768;17405;17310;16384;17597;17895;21553;17252;18385;17351;17154;18145;46234;28946;78277;16709;27470;422;28324;17439;18408;16347;17336;17754;17898;15956;17579;35704","","R-HSA-8942344;R-HSA-197250;R-HSA-2404133;R-HSA-2404134;R-HSA-975629;R-HSA-2404135;R-HSA-8956427;R-HSA-3149494;R-HSA-2404131;R-HSA-3076905;R-HSA-2404140;R-HSA-3000103;R-HSA-5359451;R-HSA-2993447;R-HSA-2404142;R-HSA-9856794;R-HSA-2399913;R-HSA-2404137;R-HSA-2404139;R-HSA-6806647;R-HSA-2404144;R-HSA-3000122;R-HSA-2424254;R-HSA-196761;R-HSA-200729;R-HSA-3000112;R-HSA-975635;R-HSA-8955030;R-HSA-975633;R-HSA-199203;R-HSA-199202;R-HSA-5164399;R-HSA-8956458;R-HSA-174374;R-HSA-3000074;R-HSA-2993802;R-HSA-2993799;R-HSA-2162187;R-HSA-389550;R-HSA-2395784;R-HSA-159790;R-HSA-2309773;R-HSA-199219;R-HSA-2162194;R-HSA-429749;R-HSA-2993814;R-HSA-9709098;R-HSA-197186;R-HSA-200646;R-HSA-197963;R-HSA-3065959;R-HSA-199626;R-HSA-3149563;R-HSA-2423785;R-HSA-8870346;R-HSA-964958;R-HSA-2395764;R-HSA-6801462;R-HSA-8938073;R-HSA-3149539;R-HSA-8938076;R-HSA-3323111;R-HSA-8874705;R-HSA-6801328;R-HSA-8874718;R-HSA-2395768;R-HSA-5223313;R-HSA-5246478;R-HSA-3000137;R-HSA-964970;R-HSA-8869603;R-HSA-975594;R-HSA-3159253;R-HSA-2187332;R-HSA-3204311;R-HSA-975593;R-HSA-4167511;R-HSA-3000263;R-HSA-4167509;R-HSA-3159259;R-HSA-964962;R-HSA-3204318;R-HSA-2429643;R-HSA-8940134;R-HSA-2855259;R-HSA-9759206;R-HSA-6806674;R-HSA-975608;R-HSA-9759202;R-HSA-9856737;R-HSA-9759209;R-HSA-3149518;R-HSA-2855252;R-HSA-3149519"
R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",8,52,0.003326935380678183,0.16655867294210325,0.8494797315565096,19,27,0.0018,9606,Homo sapiens,"17895;21553;35699;28115;17439;18408;16414;16814","","R-HSA-3000137;R-HSA-174374;R-HSA-3159253;R-HSA-3149494;R-HSA-3000074;R-HSA-3000103;R-HSA-3000263;R-HSA-3149563;R-HSA-3159259;R-HSA-3204318;R-HSA-9759206;R-HSA-3149539;R-HSA-9759202;R-HSA-3000122;R-HSA-9759209;R-HSA-3000112;R-HSA-5223313;R-HSA-3149518;R-HSA-3149519"
R-HSA-6802948,"Signaling by high-kinase activity BRAF mutants",7,44,0.0028150991682661546,0.16704942584859128,0.8494797315565096,4,6,4.0E-4,9606,Homo sapiens,"16828;17263;17409;30314;30754;16040;15714","","R-HSA-6802912;R-HSA-6802911;R-HSA-6802910;R-HSA-6803227"
R-HSA-156580,"Phase II - Conjugation of compounds",32,262,0.01676263595649392,0.17417074468042082,0.8494797315565096,30,72,0.0048,9606,Homo sapiens,"27905;16113;15761;15882;17263;48765;9008;16474;36062;32643;28279;28115;30746;16335;17864;4866;17688;16856;25858;16581;183911;17474;28867;24786;28600;28689;35420;16469;46195;30753;32635;37946","","R-HSA-174401;R-HSA-158849;R-HSA-3301943;R-HSA-158468;R-HSA-174916;R-HSA-176517;R-HSA-5693724;R-HSA-176521;R-HSA-159443;R-HSA-174931;R-HSA-158609;R-HSA-159574;R-HSA-176664;R-HSA-176604;R-HSA-76386;R-HSA-176609;R-HSA-174374;R-HSA-8943279;R-HSA-175983;R-HSA-175987;R-HSA-174963;R-HSA-6800149;R-HSA-176054;R-HSA-174967;R-HSA-176631;R-HSA-174389;R-HSA-1247915;R-HSA-176059;R-HSA-174392;R-HSA-159358"
R-HSA-3000170,"Syndecan interactions",5,29,0.0018554062699936021,0.177489210317876,0.8494797315565096,7,15,0.001,9606,Homo sapiens,"16410;88458;21803;15768;28946","","R-HSA-2731081;R-HSA-2684507;R-HSA-2681694;R-HSA-2731075;R-HSA-2731123;R-HSA-2731074;R-HSA-2731078"
R-HSA-74217,"Purine salvage",7,45,0.0028790786948176585,0.18028320214298543,0.8494797315565096,8,12,8.0E-4,9606,Homo sapiens,"17596;16708;17368;16235;16750;17172;16335","","R-HSA-74241;R-HSA-112033;R-HSA-112034;R-HSA-74213;R-HSA-74215;R-HSA-109671;R-HSA-109624;R-HSA-74207"
R-HSA-8877627,"Vitamin E",1,2,1.2795905310300704E-4,0.18452114118290752,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"18145","","R-HSA-8874705;R-HSA-8874718"
R-HSA-4793954,"Defective MOGS causes CDG-2b",1,2,1.2795905310300704E-4,0.18452114118290752,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"18347","","R-HSA-4793947"
R-HSA-9672393,"Defective F8 binding to von Willebrand factor",1,2,1.2795905310300704E-4,0.18452114118290752,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15714","","R-HSA-9665809"
R-HSA-6809583,"Retinoid metabolism disease events",1,2,1.2795905310300704E-4,0.18452114118290752,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"17336","","R-HSA-2466828"
R-HSA-5579031,"Defective ACTH causes obesity and POMCD",1,2,1.2795905310300704E-4,0.18452114118290752,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"17200","","R-HSA-5603251"
R-HSA-5632927,"Defective Mismatch Repair Associated With MSH3",1,2,1.2795905310300704E-4,0.18452114118290752,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"17685","","R-HSA-5578663"
R-HSA-9036092,"Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)",1,2,1.2795905310300704E-4,0.18452114118290752,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15344","","R-HSA-9035517"
R-HSA-3359454,"Defective TCN2 causes TCN2 deficiency",1,2,1.2795905310300704E-4,0.18452114118290752,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"35699","","R-HSA-3299657"
R-HSA-9768759,"Regulation of NPAS4 gene expression",4,22,0.0014075495841330773,0.18918802199827311,0.8494797315565096,2,11,7.333333333333333E-4,9606,Homo sapiens,"16827;27584;17650;16973;2869","","R-HSA-9769345;R-HSA-9769347"
R-HSA-8963743,"Digestion and absorption",10,71,0.00454254638515675,0.19430582733165191,0.8494797315565096,16,30,0.002,9606,Homo sapiens,"17189;17992;47977;16113;28189;16243;16551;17754;17336;17306","","R-HSA-5659861;R-HSA-192417;R-HSA-191108;R-HSA-975593;R-HSA-265443;R-HSA-191114;R-HSA-192425;R-HSA-189102;R-HSA-191116;R-HSA-189069;R-HSA-188979;R-HSA-188985;R-HSA-6786652;R-HSA-8953398;R-HSA-191101;R-HSA-189053"
R-HSA-9823587,"Defects of platelet adhesion to exposed collagen",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,5,5,3.333333333333333E-4,9606,Homo sapiens,"15714;15768","","R-HSA-9824402;R-HSA-9844241;R-HSA-9823593;R-HSA-9844251;R-HSA-9823706"
R-HSA-187024,"NGF-independant TRKA activation",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,4,4,2.666666666666667E-4,9606,Homo sapiens,"16581;16335","","R-HSA-9612996;R-HSA-187678;R-HSA-9613023;R-HSA-187661"
R-HSA-9833576,"CDH11 homotypic and heterotypic interactions",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"16283;12387","","R-HSA-9833671;R-HSA-9833674;R-HSA-9833672"
R-HSA-193681,"Ceramide signalling",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"18132;18053","","R-HSA-193706;R-HSA-193672"
R-HSA-1483101,"Synthesis of PS",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"16000;15354","","R-HSA-1483186;R-HSA-1483089"
R-HSA-9022537,"Loss of MECP2 binding ability to the NCoR/SMRT complex",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"16388","","R-HSA-9005585"
R-HSA-9025106,"Biosynthesis of DPAn-6 SPMs",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,2,3,2.0E-4,9606,Homo sapiens,"65136;87998;1387","","R-HSA-9025152;R-HSA-9025957"
R-HSA-3304349,"Loss of Function of SMAD2/3 in Cancer",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"15611;21803","","R-HSA-3304394"
R-HSA-9764302,"Regulation of CDH19 Expression and Function",2,8,5.118362124120282E-4,0.19690537552088516,0.8494797315565096,1,5,3.333333333333333E-4,9606,Homo sapiens,"16283;12387","","R-HSA-9773218"
R-HSA-159740,"Gamma-carboxylation of protein precursors",3,15,9.596928982725527E-4,0.1986001021301781,0.8494797315565096,9,9,6.0E-4,9606,Homo sapiens,"78277;16015;16119","","R-HSA-163810;R-HSA-159826;R-HSA-159795;R-HSA-159761;R-HSA-6807214;R-HSA-159819;R-HSA-159803;R-HSA-159752;R-HSA-163820"
R-HSA-166662,"Lectin pathway of complement activation",3,15,9.596928982725527E-4,0.1986001021301781,0.8494797315565096,6,6,4.0E-4,9606,Homo sapiens,"64023;28009;40356","","R-HSA-166721;R-HSA-166726;R-HSA-2855054;R-HSA-8852509;R-HSA-2855077;R-HSA-2855125"
